,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,season
251,E0,26/02/00,Chelsea,Watford,2,1,H,1,1,D,,,,,,,,,,,,,S_1999_2000
252,E0,26/02/00,Coventry,Tottenham,0,1,A,0,0,D,,,,,,,,,,,,,S_1999_2000
253,E0,26/02/00,Middlesbrough,Leeds,0,0,D,0,0,D,,,,,,,,,,,,,S_1999_2000
254,E0,26/02/00,Sheffield Weds,Newcastle,0,2,A,0,1,A,,,,,,,,,,,,,S_1999_2000
255,E0,26/02/00,Sunderland,Derby,1,1,D,0,0,D,,,,,,,,,,,,,S_1999_2000
256,E0,26/02/00,West Ham,Everton,0,4,A,0,1,A,,,,,,,,,,,,,S_1999_2000
257,E0,26/02/00,Wimbledon,Man United,2,2,D,1,1,D,,,,,,,,,,,,,S_1999_2000
258,E0,04/03/00,Derby,Wimbledon,4,0,H,0,0,D,,,,,,,,,,,,,S_1999_2000
259,E0,04/03/00,Everton,Sheffield Weds,1,1,D,1,0,H,,,,,,,,,,,,,S_1999_2000
260,E0,04/03/00,Man United,Liverpool,1,1,D,1,1,D,,,,,,,,,,,,,S_1999_2000
261,E0,04/03/00,Newcastle,Chelsea,0,1,A,0,1,A,,,,,,,,,,,,,S_1999_2000
262,E0,04/03/00,Southampton,Middlesbrough,1,1,D,1,1,D,,,,,,,,,,,,,S_1999_2000
263,E0,04/03/00,Tottenham,Bradford,1,1,D,1,1,D,,,,,,,,,,,,,S_1999_2000
264,E0,04/03/00,Watford,West Ham,1,2,A,0,2,A,,,,,,,,,,,,,S_1999_2000
265,E0,05/03/00,Aston Villa,Arsenal,1,1,D,0,0,D,,,,,,,,,,,,,S_1999_2000
266,E0,05/03/00,Leeds,Coventry,3,0,H,2,0,H,,,,,,,,,,,,,S_1999_2000
267,E0,05/03/00,Leicester,Sunderland,5,2,H,2,0,H,,,,,,,,,,,,,S_1999_2000
268,E0,08/03/00,West Ham,Southampton,2,0,H,1,0,H,,,,,,,,,,,,,S_1999_2000
269,E0,11/03/00,Aston Villa,Coventry,1,0,H,1,0,H,,,,,,,,,,,,,S_1999_2000
270,E0,11/03/00,Chelsea,Everton,1,1,D,1,0,H,,,,,,,,,,,,,S_1999_2000
271,E0,11/03/00,Liverpool,Sunderland,1,1,D,1,0,H,,,,,,,,,,,,,S_1999_2000
272,E0,11/03/00,Man United,Derby,3,1,H,1,0,H,,,,,,,,,,,,,S_1999_2000
273,E0,11/03/00,Newcastle,Watford,1,0,H,0,0,D,,,,,,,,,,,,,S_1999_2000
274,E0,11/03/00,Sheffield Weds,West Ham,3,1,H,0,1,A,,,,,,,,,,,,,S_1999_2000
275,E0,11/03/00,Tottenham,Southampton,7,2,H,4,2,H,,,,,,,,,,,,,S_1999_2000
276,E0,11/03/00,Wimbledon,Leicester,2,1,H,1,0,H,,,,,,,,,,,,,S_1999_2000
277,E0,12/03/00,Bradford,Leeds,1,2,A,0,1,A,,,,,,,,,,,,,S_1999_2000
278,E0,12/03/00,Middlesbrough,Arsenal,2,1,H,0,0,D,,,,,,,,,,,,,S_1999_2000
279,E0,15/03/00,Coventry,Everton,1,0,H,0,0,D,,,,,,,,,,,,,S_1999_2000
280,E0,15/03/00,Liverpool,Aston Villa,0,0,D,0,0,D,,,,,,,,,,,,,S_1999_2000
281,E0,18/03/00,Coventry,Bradford,4,0,H,2,0,H,,,,,,,,,,,,,S_1999_2000
282,E0,18/03/00,Derby,Liverpool,0,2,A,0,1,A,,,,,,,,,,,,,S_1999_2000
283,E0,18/03/00,Leicester,Man United,0,2,A,0,1,A,,,,,,,,,,,,,S_1999_2000
284,E0,18/03/00,Southampton,Aston Villa,2,0,H,1,0,H,,,,,,,,,,,,,S_1999_2000
285,E0,18/03/00,Sunderland,Middlesbrough,1,1,D,0,0,D,,,,,,,,,,,,,S_1999_2000
286,E0,18/03/00,Watford,Sheffield Weds,1,0,H,0,0,D,,,,,,,,,,,,,S_1999_2000
287,E0,18/03/00,West Ham,Chelsea,0,0,D,0,0,D,,,,,,,,,,,,,S_1999_2000
288,E0,19/03/00,Arsenal,Tottenham,2,1,H,2,1,H,,,,,,,,,,,,,S_1999_2000
289,E0,19/03/00,Everton,Newcastle,0,2,A,0,0,D,,,,,,,,,,,,,S_1999_2000
290,E0,19/03/00,Leeds,Wimbledon,4,1,H,3,1,H,,,,,,,,,,,,,S_1999_2000
291,E0,25/03/00,Aston Villa,Derby,2,0,H,1,0,H,,,,,,,,,,,,,S_1999_2000
292,E0,25/03/00,Bradford,Man United,0,4,A,0,2,A,,,,,,,,,,,,,S_1999_2000
293,E0,25/03/00,Chelsea,Southampton,1,1,D,0,0,D,,,,,,,,,,,,,S_1999_2000
294,E0,25/03/00,Liverpool,Newcastle,2,1,H,0,0,D,,,,,,,,,,,,,S_1999_2000
295,E0,25/03/00,Middlesbrough,Sheffield Weds,1,0,H,1,0,H,,,,,,,,,,,,,S_1999_2000
296,E0,25/03/00,Sunderland,Everton,2,1,H,1,1,D,,,,,,,,,,,,,S_1999_2000
297,E0,25/03/00,Watford,Tottenham,1,1,D,0,0,D,,,,,,,,,,,,,S_1999_2000
298,E0,26/03/00,Arsenal,Coventry,3,0,H,0,0,D,,,,,,,,,,,,,S_1999_2000
299,E0,26/03/00,Leicester,Leeds,2,1,H,1,1,D,,,,,,,,,,,,,S_1999_2000
300,E0,26/03/00,West Ham,Wimbledon,2,1,H,1,0,H,,,,,,,,,,,,,S_1999_2000
301,E0,01/04/00,Coventry,Liverpool,0,3,A,0,2,A,,,,,,,,,,,,,S_1999_2000
302,E0,01/04/00,Everton,Watford,4,2,H,3,1,H,,,,,,,,,,,,,S_1999_2000
303,E0,01/04/00,Leeds,Chelsea,0,1,A,0,0,D,,,,,,,,,,,,,S_1999_2000
304,E0,01/04/00,Man United,West Ham,7,1,H,3,1,H,,,,,,,,,,,,,S_1999_2000
305,E0,01/04/00,Newcastle,Bradford,2,0,H,1,0,H,,,,,,,,,,,,,S_1999_2000
306,E0,01/04/00,Southampton,Sunderland,1,2,A,0,1,A,,,,,,,,,,,,,S_1999_2000
307,E0,01/04/00,Wimbledon,Arsenal,1,3,A,1,2,A,,,,,,,,,,,,,S_1999_2000
308,E0,02/04/00,Derby,Leicester,3,0,H,3,0,H,,,,,,,,,,,,,S_1999_2000
309,E0,03/04/00,Tottenham,Middlesbrough,2,3,A,1,1,D,,,,,,,,,,,,,S_1999_2000
310,E0,05/04/00,Sheffield Weds,Aston Villa,0,1,A,0,0,D,,,,,,,,,,,,,S_1999_2000
311,E0,08/04/00,Bradford,Southampton,1,2,A,0,0,D,,,,,,,,,,,,,S_1999_2000
312,E0,08/04/00,Leicester,Everton,1,1,D,1,1,D,,,,,,,,,,,,,S_1999_2000
313,E0,08/04/00,Sunderland,Wimbledon,2,1,H,0,0,D,,,,,,,,,,,,,S_1999_2000
314,E0,08/04/00,Watford,Derby,0,0,D,0,0,D,,,,,,,,,,,,,S_1999_2000
315,E0,09/04/00,Aston Villa,Leeds,1,0,H,1,0,H,,,,,,,,,,,,,S_1999_2000
316,E0,09/04/00,Liverpool,Tottenham,2,0,H,1,0,H,,,,,,,,,,,,,S_1999_2000
317,E0,10/04/00,Middlesbrough,Man United,3,4,A,1,0,H,,,,,,,,,,,,,S_1999_2000
318,E0,12/04/00,Chelsea,Coventry,2,1,H,0,1,A,,,,,,,,,,,,,S_1999_2000
319,E0,12/04/00,West Ham,Newcastle,2,1,H,0,0,D,,,,,,,,,,,,,S_1999_2000
320,E0,12/04/00,Wimbledon,Sheffield Weds,0,2,A,0,1,A,,,,,,,,,,,,,S_1999_2000
321,E0,15/04/00,Coventry,Middlesbrough,2,1,H,1,0,H,,,,,,,,,,,,,S_1999_2000
322,E0,15/04/00,Derby,West Ham,1,2,A,0,2,A,,,,,,,,,,,,,S_1999_2000
323,E0,15/04/00,Everton,Bradford,4,0,H,2,0,H,,,,,,,,,,,,,S_1999_2000
324,E0,15/04/00,Man United,Sunderland,4,0,H,1,0,H,,,,,,,,,,,,,S_1999_2000
325,E0,15/04/00,Newcastle,Leicester,0,2,A,0,1,A,,,,,,,,,,,,,S_1999_2000
326,E0,15/04/00,Sheffield Weds,Chelsea,1,0,H,0,0,D,,,,,,,,,,,,,S_1999_2000
327,E0,15/04/00,Southampton,Watford,2,0,H,1,0,H,,,,,,,,,,,,,S_1999_2000
328,E0,15/04/00,Tottenham,Aston Villa,2,4,A,1,0,H,,,,,,,,,,,,,S_1999_2000
329,E0,16/04/00,Leeds,Arsenal,0,4,A,0,1,A,,,,,,,,,,,,,S_1999_2000
330,E0,16/04/00,Wimbledon,Liverpool,1,2,A,0,1,A,,,,,,,,,,,,,S_1999_2000
331,E0,19/04/00,Leicester,Tottenham,0,1,A,0,0,D,,,,,,,,,,,,,S_1999_2000
332,E0,21/04/00,Bradford,Derby,4,4,D,4,3,H,,,,,,,,,,,,,S_1999_2000
333,E0,21/04/00,Everton,Liverpool,0,0,D,0,0,D,,,,,,,,,,,,,S_1999_2000
334,E0,22/04/00,Aston Villa,Leicester,2,2,D,1,1,D,,,,,,,,,,,,,S_1999_2000
335,E0,22/04/00,Chelsea,Middlesbrough,1,1,D,1,1,D,,,,,,,,,,,,,S_1999_2000
336,E0,22/04/00,Sheffield Weds,Sunderland,0,2,A,0,0,D,,,,,,,,,,,,,S_1999_2000
337,E0,22/04/00,Southampton,Man United,1,3,A,0,3,A,,,,,,,,,,,,,S_1999_2000
338,E0,22/04/00,Tottenham,Wimbledon,2,0,H,2,0,H,,,,,,,,,,,,,S_1999_2000
339,E0,22/04/00,West Ham,Coventry,5,0,H,2,0,H,,,,,,,,,,,,,S_1999_2000
340,E0,23/04/00,Newcastle,Leeds,2,2,D,1,2,A,,,,,,,,,,,,,S_1999_2000
341,E0,23/04/00,Watford,Arsenal,2,3,A,0,3,A,,,,,,,,,,,,,S_1999_2000
342,E0,24/04/00,Derby,Southampton,2,0,H,2,0,H,,,,,,,,,,,,,S_1999_2000
343,E0,24/04/00,Man United,Chelsea,3,2,H,2,2,D,,,,,,,,,,,,,S_1999_2000
344,E0,24/04/00,Sunderland,Bradford,0,1,A,0,0,D,,,,,,,,,,,,,S_1999_2000
345,E0,29/04/00,Aston Villa,Sunderland,1,1,D,0,0,D,,,,,,,,,,,,,S_1999_2000
346,E0,29/04/00,Chelsea,Liverpool,2,0,H,2,0,H,,,,,,,,,,,,,S_1999_2000
347,E0,29/04/00,Everton,Arsenal,0,1,A,0,1,A,,,,,,,,,,,,,S_1999_2000
348,E0,29/04/00,Newcastle,Coventry,2,0,H,0,0,D,,,,,,,,,,,,,S_1999_2000
349,E0,29/04/00,Southampton,Leicester,1,2,A,1,1,D,,,,,,,,,,,,,S_1999_2000
350,E0,29/04/00,Tottenham,Derby,1,1,D,0,0,D,,,,,,,,,,,,,S_1999_2000
351,E0,29/04/00,Watford,Man United,2,3,A,1,0,H,,,,,,,,,,,,,S_1999_2000
352,E0,29/04/00,West Ham,Middlesbrough,0,1,A,0,0,D,,,,,,,,,,,,,S_1999_2000
353,E0,30/04/00,Bradford,Wimbledon,3,0,H,1,0,H,,,,,,,,,,,,,S_1999_2000
354,E0,30/04/00,Sheffield Weds,Leeds,0,3,A,0,1,A,,,,,,,,,,,,,S_1999_2000
355,E0,02/05/00,Arsenal,West Ham,2,1,H,0,1,A,,,,,,,,,,,,,S_1999_2000
356,E0,02/05/00,Middlesbrough,Newcastle,2,2,D,1,2,A,,,,,,,,,,,,,S_1999_2000
357,E0,03/05/00,Leeds,Watford,3,1,H,2,1,H,,,,,,,,,,,,,S_1999_2000
358,E0,03/05/00,Liverpool,Leicester,0,2,A,0,1,A,,,,,,,,,,,,,S_1999_2000
359,E0,06/05/00,Arsenal,Chelsea,2,1,H,1,0,H,,,,,,,,,,,,,S_1999_2000
360,E0,06/05/00,Coventry,Sheffield Weds,4,1,H,1,0,H,,,,,,,,,,,,,S_1999_2000
361,E0,06/05/00,Derby,Newcastle,0,0,D,0,0,D,,,,,,,,,,,,,S_1999_2000
362,E0,06/05/00,Leicester,Bradford,3,0,H,0,0,D,,,,,,,,,,,,,S_1999_2000
363,E0,06/05/00,Man United,Tottenham,3,1,H,3,1,H,,,,,,,,,,,,,S_1999_2000
364,E0,06/05/00,Middlesbrough,Watford,1,1,D,1,0,H,,,,,,,,,,,,,S_1999_2000
365,E0,06/05/00,Sunderland,West Ham,1,0,H,1,0,H,,,,,,,,,,,,,S_1999_2000
366,E0,06/05/00,Wimbledon,Aston Villa,2,2,D,1,0,H,,,,,,,,,,,,,S_1999_2000
367,E0,07/05/00,Liverpool,Southampton,0,0,D,0,0,D,,,,,,,,,,,,,S_1999_2000
368,E0,08/05/00,Leeds,Everton,1,1,D,1,0,H,,,,,,,,,,,,,S_1999_2000
369,E0,09/05/00,Arsenal,Sheffield Weds,3,3,D,1,0,H,,,,,,,,,,,,,S_1999_2000
370,E0,14/05/00,Aston Villa,Man United,0,1,A,0,0,D,,,,,,,,,,,,,S_1999_2000
371,E0,14/05/00,Bradford,Liverpool,1,0,H,1,0,H,,,,,,,,,,,,,S_1999_2000
372,E0,14/05/00,Chelsea,Derby,4,0,H,0,0,D,,,,,,,,,,,,,S_1999_2000
373,E0,14/05/00,Everton,Middlesbrough,0,2,A,0,1,A,,,,,,,,,,,,,S_1999_2000
374,E0,14/05/00,Newcastle,Arsenal,4,2,H,2,1,H,,,,,,,,,,,,,S_1999_2000
375,E0,14/05/00,Sheffield Weds,Leicester,4,0,H,2,0,H,,,,,,,,,,,,,S_1999_2000
376,E0,14/05/00,Southampton,Wimbledon,2,0,H,0,0,D,,,,,,,,,,,,,S_1999_2000
377,E0,14/05/00,Tottenham,Sunderland,3,1,H,1,1,D,,,,,,,,,,,,,S_1999_2000
378,E0,14/05/00,Watford,Coventry,1,0,H,1,0,H,,,,,,,,,,,,,S_1999_2000
379,E0,14/05/00,West Ham,Leeds,0,0,D,0,0,D,,,,,,,,,,,,,S_1999_2000
