,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,season
235,E0,31/12/94,Leicester,Sheffield Weds,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
236,E0,31/12/94,Man City,Aston Villa,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
237,E0,31/12/94,Norwich,Newcastle,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
238,E0,31/12/94,Southampton,Man United,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
239,E0,31/12/94,West Ham,Nott'm Forest,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
240,E0,02/01/95,Aston Villa,Leeds,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
241,E0,02/01/95,Blackburn,West Ham,4,2,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
242,E0,02/01/95,Ipswich,Leicester,4,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
243,E0,02/01/95,Liverpool,Norwich,4,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
244,E0,02/01/95,Newcastle,Man City,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
245,E0,02/01/95,Nott'm Forest,Crystal Palace,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
246,E0,02/01/95,Sheffield Weds,Southampton,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
247,E0,02/01/95,Tottenham,Arsenal,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
248,E0,02/01/95,Wimbledon,Everton,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
249,E0,03/01/95,Man United,Coventry,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
250,E0,14/01/95,Arsenal,Everton,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
251,E0,14/01/95,Aston Villa,QPR,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
252,E0,14/01/95,Blackburn,Nott'm Forest,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
253,E0,14/01/95,Chelsea,Sheffield Weds,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
254,E0,14/01/95,Crystal Palace,Leicester,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
255,E0,14/01/95,Leeds,Southampton,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
256,E0,14/01/95,Liverpool,Ipswich,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
257,E0,14/01/95,Man City,Coventry,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
258,E0,14/01/95,Norwich,Wimbledon,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
259,E0,14/01/95,West Ham,Tottenham,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
260,E0,15/01/95,Newcastle,Man United,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
261,E0,21/01/95,Coventry,Arsenal,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
262,E0,21/01/95,Everton,Crystal Palace,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
263,E0,21/01/95,Ipswich,Chelsea,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
264,E0,21/01/95,Nott'm Forest,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
265,E0,21/01/95,Sheffield Weds,Newcastle,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
266,E0,22/01/95,Man United,Blackburn,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
267,E0,23/01/95,West Ham,Sheffield Weds,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
268,E0,24/01/95,Arsenal,Southampton,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
269,E0,24/01/95,Leeds,QPR,4,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
270,E0,24/01/95,Liverpool,Everton,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
271,E0,25/01/95,Aston Villa,Tottenham,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
272,E0,25/01/95,Chelsea,Nott'm Forest,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
273,E0,25/01/95,Crystal Palace,Man United,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
274,E0,25/01/95,Man City,Leicester,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
275,E0,25/01/95,Newcastle,Wimbledon,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
276,E0,25/01/95,Norwich,Coventry,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
277,E0,28/01/95,Blackburn,Ipswich,4,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
278,E0,01/02/95,Blackburn,Leeds,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
279,E0,01/02/95,Newcastle,Everton,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
280,E0,04/02/95,Coventry,Chelsea,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
281,E0,04/02/95,Everton,Norwich,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
282,E0,04/02/95,Ipswich,Crystal Palace,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
283,E0,04/02/95,Leicester,West Ham,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
284,E0,04/02/95,Man United,Aston Villa,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
285,E0,04/02/95,Nott'm Forest,Liverpool,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
286,E0,04/02/95,QPR,Newcastle,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
287,E0,04/02/95,Sheffield Weds,Arsenal,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
288,E0,04/02/95,Southampton,Man City,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
289,E0,04/02/95,Wimbledon,Leeds,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
290,E0,05/02/95,Tottenham,Blackburn,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
291,E0,11/02/95,Arsenal,Leicester,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
292,E0,11/02/95,Aston Villa,Wimbledon,7,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
293,E0,11/02/95,Chelsea,Tottenham,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
294,E0,11/02/95,Crystal Palace,Coventry,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
295,E0,11/02/95,Liverpool,QPR,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
296,E0,11/02/95,Man City,Man United,0,3,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
297,E0,11/02/95,Newcastle,Nott'm Forest,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
298,E0,11/02/95,Norwich,Southampton,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
299,E0,12/02/95,Blackburn,Sheffield Weds,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
300,E0,13/02/95,West Ham,Everton,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
301,E0,18/02/95,Coventry,West Ham,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
302,E0,18/02/95,Sheffield Weds,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
303,E0,21/02/95,Arsenal,Nott'm Forest,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
304,E0,22/02/95,Aston Villa,Leicester,4,4,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
305,E0,22/02/95,Blackburn,Wimbledon,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
306,E0,22/02/95,Leeds,Everton,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
307,E0,22/02/95,Man City,Ipswich,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
308,E0,22/02/95,Norwich,Man United,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
309,E0,25/02/95,Blackburn,Norwich,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
310,E0,25/02/95,Coventry,Leicester,4,2,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
311,E0,25/02/95,Crystal Palace,Arsenal,0,3,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
312,E0,25/02/95,Everton,Man United,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
313,E0,25/02/95,Ipswich,Southampton,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
314,E0,25/02/95,Man City,Leeds,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
315,E0,25/02/95,Newcastle,Aston Villa,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
316,E0,25/02/95,Sheffield Weds,Liverpool,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
317,E0,25/02/95,Tottenham,Wimbledon,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
318,E0,25/02/95,West Ham,Chelsea,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
319,E0,26/02/95,QPR,Nott'm Forest,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
320,E0,28/02/95,Ipswich,Newcastle,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
321,E0,04/03/95,Aston Villa,Blackburn,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
322,E0,04/03/95,Leeds,Sheffield Weds,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
323,E0,04/03/95,Leicester,Everton,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
324,E0,04/03/95,Liverpool,Newcastle,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
325,E0,04/03/95,Man United,Ipswich,9,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
326,E0,04/03/95,Norwich,Man City,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
327,E0,04/03/95,Nott'm Forest,Tottenham,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
328,E0,04/03/95,Southampton,Coventry,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
329,E0,04/03/95,Wimbledon,QPR,1,3,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
330,E0,05/03/95,Arsenal,West Ham,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
331,E0,05/03/95,Chelsea,Crystal Palace,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
332,E0,06/03/95,Aston Villa,Coventry,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
333,E0,07/03/95,Wimbledon,Man United,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
334,E0,08/03/95,Blackburn,Arsenal,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
335,E0,08/03/95,Man City,Chelsea,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
336,E0,08/03/95,Newcastle,West Ham,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
337,E0,08/03/95,Norwich,Sheffield Weds,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
338,E0,08/03/95,Nott'm Forest,Everton,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
339,E0,08/03/95,QPR,Leicester,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
340,E0,08/03/95,Tottenham,Ipswich,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
341,E0,11/03/95,Chelsea,Leeds,0,3,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
342,E0,11/03/95,Coventry,Blackburn,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
343,E0,11/03/95,Leicester,Nott'm Forest,2,4,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
344,E0,11/03/95,Sheffield Weds,Wimbledon,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
345,E0,11/03/95,West Ham,Norwich,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
346,E0,14/03/95,Crystal Palace,Sheffield Weds,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
347,E0,14/03/95,Liverpool,Coventry,2,3,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
348,E0,15/03/95,Everton,Man City,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
349,E0,15/03/95,Leicester,Leeds,1,3,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
350,E0,15/03/95,Man United,Tottenham,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
351,E0,15/03/95,QPR,Norwich,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
352,E0,15/03/95,Southampton,West Ham,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
353,E0,18/03/95,Aston Villa,West Ham,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
354,E0,18/03/95,Blackburn,Chelsea,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
355,E0,18/03/95,Leeds,Coventry,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
356,E0,18/03/95,Man City,Sheffield Weds,3,2,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
357,E0,18/03/95,Nott'm Forest,Southampton,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
358,E0,18/03/95,QPR,Everton,2,3,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
359,E0,18/03/95,Tottenham,Leicester,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
360,E0,18/03/95,Wimbledon,Crystal Palace,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
361,E0,19/03/95,Liverpool,Man United,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
362,E0,19/03/95,Newcastle,Arsenal,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
363,E0,20/03/95,Norwich,Ipswich,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
364,E0,21/03/95,Wimbledon,Man City,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
365,E0,22/03/95,Man United,Arsenal,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
366,E0,22/03/95,Nott'm Forest,Leeds,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
367,E0,22/03/95,QPR,Chelsea,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
368,E0,22/03/95,Southampton,Newcastle,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
369,E0,22/03/95,Tottenham,Liverpool,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
370,E0,01/04/95,Arsenal,Norwich,5,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
371,E0,01/04/95,Chelsea,Newcastle,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
372,E0,01/04/95,Coventry,QPR,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
373,E0,01/04/95,Crystal Palace,Man City,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
374,E0,01/04/95,Everton,Blackburn,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
375,E0,01/04/95,Ipswich,Aston Villa,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
376,E0,01/04/95,Leicester,Wimbledon,3,4,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
377,E0,01/04/95,Sheffield Weds,Nott'm Forest,1,7,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
378,E0,02/04/95,Man United,Leeds,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
379,E0,02/04/95,Southampton,Tottenham,4,3,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
380,E0,04/04/95,Crystal Palace,Aston Villa,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
381,E0,04/04/95,QPR,Blackburn,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
382,E0,05/04/95,Leeds,Ipswich,4,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
383,E0,05/04/95,Leicester,Norwich,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
384,E0,05/04/95,Liverpool,Southampton,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
385,E0,08/04/95,Newcastle,Norwich,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
386,E0,08/04/95,Nott'm Forest,West Ham,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
387,E0,08/04/95,QPR,Arsenal,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
388,E0,08/04/95,Sheffield Weds,Leicester,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
389,E0,09/04/95,Liverpool,Leeds,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
390,E0,10/04/95,Wimbledon,Chelsea,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
391,E0,11/04/95,Ipswich,QPR,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
392,E0,11/04/95,Tottenham,Man City,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
393,E0,12/04/95,Arsenal,Liverpool,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
394,E0,12/04/95,Chelsea,Southampton,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
395,E0,12/04/95,Norwich,Nott'm Forest,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
396,E0,13/04/95,West Ham,Wimbledon,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
397,E0,14/04/95,Crystal Palace,Tottenham,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
398,E0,14/04/95,Everton,Newcastle,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
399,E0,14/04/95,Man City,Liverpool,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
400,E0,15/04/95,Arsenal,Ipswich,4,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
401,E0,15/04/95,Chelsea,Aston Villa,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
402,E0,15/04/95,Coventry,Sheffield Weds,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
403,E0,15/04/95,Leeds,Blackburn,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
404,E0,15/04/95,Leicester,Man United,0,4,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
405,E0,15/04/95,Southampton,QPR,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
406,E0,17/04/95,Aston Villa,Arsenal,0,4,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
407,E0,17/04/95,Blackburn,Man City,2,3,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
408,E0,17/04/95,Ipswich,West Ham,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
409,E0,17/04/95,Liverpool,Leicester,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
410,E0,17/04/95,Man United,Chelsea,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
411,E0,17/04/95,Newcastle,Leeds,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
412,E0,17/04/95,Nott'm Forest,Coventry,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
413,E0,17/04/95,QPR,Crystal Palace,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
414,E0,17/04/95,Sheffield Weds,Everton,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
415,E0,17/04/95,Tottenham,Norwich,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
416,E0,17/04/95,Wimbledon,Southampton,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
417,E0,19/04/95,Blackburn,Crystal Palace,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
418,E0,29/04/95,Arsenal,Tottenham,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
419,E0,29/04/95,Chelsea,QPR,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
420,E0,29/04/95,Crystal Palace,Nott'm Forest,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
421,E0,29/04/95,Everton,Wimbledon,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
422,E0,29/04/95,Leeds,Aston Villa,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
423,E0,29/04/95,Leicester,Ipswich,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
424,E0,29/04/95,Man City,Newcastle,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
425,E0,29/04/95,Norwich,Liverpool,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
426,E0,29/04/95,Southampton,Sheffield Weds,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
427,E0,30/04/95,West Ham,Blackburn,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
428,E0,01/05/95,Coventry,Man United,2,3,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
429,E0,02/05/95,Wimbledon,Liverpool,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
430,E0,03/05/95,Aston Villa,Man City,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
431,E0,03/05/95,Everton,Chelsea,3,3,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
432,E0,03/05/95,Newcastle,Tottenham,3,3,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
433,E0,03/05/95,Southampton,Crystal Palace,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
434,E0,03/05/95,West Ham,QPR,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
435,E0,04/05/95,Arsenal,Wimbledon,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
436,E0,06/05/95,Aston Villa,Liverpool,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
437,E0,06/05/95,Crystal Palace,West Ham,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
438,E0,06/05/95,Everton,Southampton,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
439,E0,06/05/95,Ipswich,Coventry,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
440,E0,06/05/95,Leeds,Norwich,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
441,E0,06/05/95,Leicester,Chelsea,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
442,E0,06/05/95,Nott'm Forest,Man City,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
443,E0,06/05/95,QPR,Tottenham,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
444,E0,07/05/95,Man United,Sheffield Weds,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
445,E0,08/05/95,Blackburn,Newcastle,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
446,E0,09/05/95,Ipswich,Everton,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
447,E0,09/05/95,Leeds,Crystal Palace,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
448,E0,09/05/95,Tottenham,Coventry,1,3,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
449,E0,10/05/95,Man United,Southampton,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
450,E0,10/05/95,West Ham,Liverpool,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
451,E0,13/05/95,Wimbledon,Nott'm Forest,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
452,E0,14/05/95,Chelsea,Arsenal,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
453,E0,14/05/95,Coventry,Everton,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
454,E0,14/05/95,Liverpool,Blackburn,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
455,E0,14/05/95,Man City,QPR,2,3,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
456,E0,14/05/95,Newcastle,Crystal Palace,3,2,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
457,E0,14/05/95,Norwich,Aston Villa,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
458,E0,14/05/95,Sheffield Weds,Ipswich,4,1,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
459,E0,14/05/95,Southampton,Leicester,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
460,E0,14/05/95,Tottenham,Leeds,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
461,E0,14/05/95,West Ham,Man United,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
