,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,season
236,E0,28/12/93,Chelsea,Newcastle,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
237,E0,28/12/93,Liverpool,Wimbledon,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
238,E0,28/12/93,Man City,Southampton,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
239,E0,28/12/93,West Ham,Tottenham,1,3,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
240,E0,29/12/93,Arsenal,Sheffield United,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
241,E0,29/12/93,Blackburn,Everton,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
242,E0,29/12/93,Leeds,QPR,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
243,E0,29/12/93,Norwich,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
244,E0,29/12/93,Oldham,Man United,2,5,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
245,E0,29/12/93,Sheffield Weds,Swindon,3,3,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
246,E0,01/01/94,Aston Villa,Blackburn,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
247,E0,01/01/94,Everton,West Ham,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
248,E0,01/01/94,Ipswich,Liverpool,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
249,E0,01/01/94,Man United,Leeds,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
250,E0,01/01/94,Newcastle,Man City,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
251,E0,01/01/94,QPR,Sheffield Weds,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
252,E0,01/01/94,Sheffield United,Oldham,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
253,E0,01/01/94,Southampton,Norwich,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
254,E0,01/01/94,Swindon,Chelsea,1,3,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
255,E0,01/01/94,Tottenham,Coventry,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
256,E0,01/01/94,Wimbledon,Arsenal,0,3,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
257,E0,03/01/94,Arsenal,QPR,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
258,E0,03/01/94,Chelsea,Everton,4,2,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
259,E0,03/01/94,Coventry,Swindon,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
260,E0,03/01/94,Sheffield Weds,Tottenham,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
261,E0,03/01/94,West Ham,Sheffield United,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
262,E0,04/01/94,Liverpool,Man United,3,3,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
263,E0,04/01/94,Norwich,Newcastle,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
264,E0,15/01/94,Aston Villa,West Ham,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
265,E0,15/01/94,Everton,Swindon,6,2,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
266,E0,15/01/94,Leeds,Ipswich,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
267,E0,15/01/94,Man City,Arsenal,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
268,E0,15/01/94,Norwich,Chelsea,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
269,E0,15/01/94,Oldham,Liverpool,0,3,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
270,E0,15/01/94,Sheffield United,Blackburn,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
271,E0,15/01/94,Southampton,Coventry,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
272,E0,15/01/94,Tottenham,Man United,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
273,E0,15/01/94,Wimbledon,Sheffield Weds,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
274,E0,16/01/94,QPR,Newcastle,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
275,E0,22/01/94,Arsenal,Oldham,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
276,E0,22/01/94,Chelsea,Aston Villa,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
277,E0,22/01/94,Coventry,QPR,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
278,E0,22/01/94,Ipswich,Wimbledon,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
279,E0,22/01/94,Liverpool,Man City,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
280,E0,22/01/94,Man United,Everton,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
281,E0,22/01/94,Newcastle,Southampton,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
282,E0,22/01/94,Sheffield Weds,Sheffield United,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
283,E0,22/01/94,Swindon,Tottenham,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
284,E0,23/01/94,Blackburn,Leeds,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
285,E0,24/01/94,West Ham,Norwich,3,3,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
286,E0,02/02/94,Coventry,Ipswich,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
287,E0,05/02/94,Blackburn,Wimbledon,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
288,E0,05/02/94,Everton,Chelsea,4,2,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
289,E0,05/02/94,Man City,Ipswich,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
290,E0,05/02/94,Norwich,Liverpool,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
291,E0,05/02/94,Oldham,Southampton,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
292,E0,05/02/94,QPR,Man United,2,3,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
293,E0,05/02/94,Swindon,Coventry,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
294,E0,05/02/94,Tottenham,Sheffield Weds,1,3,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
295,E0,06/02/94,Aston Villa,Leeds,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
296,E0,12/02/94,Aston Villa,Swindon,5,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
297,E0,12/02/94,Everton,Ipswich,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
298,E0,12/02/94,Man City,West Ham,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
299,E0,12/02/94,Oldham,Chelsea,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
300,E0,12/02/94,Sheffield United,Coventry,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
301,E0,12/02/94,Tottenham,Blackburn,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
302,E0,12/02/94,Wimbledon,Newcastle,4,2,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
303,E0,13/02/94,Norwich,Arsenal,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
304,E0,14/02/94,Southampton,Liverpool,4,2,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
305,E0,19/02/94,Blackburn,Newcastle,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
306,E0,19/02/94,Coventry,Man City,4,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
307,E0,19/02/94,Everton,Arsenal,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
308,E0,19/02/94,Leeds,Liverpool,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
309,E0,19/02/94,Swindon,Norwich,3,3,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
310,E0,22/02/94,Aston Villa,Man City,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
311,E0,22/02/94,Norwich,Blackburn,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
312,E0,23/02/94,Newcastle,Coventry,4,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
313,E0,26/02/94,Arsenal,Blackburn,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
314,E0,26/02/94,Ipswich,Sheffield United,3,2,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
315,E0,26/02/94,Liverpool,Coventry,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
316,E0,26/02/94,Man City,Swindon,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
317,E0,26/02/94,Norwich,Sheffield Weds,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
318,E0,26/02/94,Southampton,Wimbledon,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
319,E0,26/02/94,West Ham,Man United,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
320,E0,27/02/94,Chelsea,Tottenham,4,3,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
321,E0,28/02/94,Oldham,Leeds,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
322,E0,02/03/94,Tottenham,Aston Villa,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
323,E0,05/03/94,Blackburn,Liverpool,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
324,E0,05/03/94,Everton,Oldham,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
325,E0,05/03/94,Ipswich,Arsenal,1,5,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
326,E0,05/03/94,Leeds,Southampton,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
327,E0,05/03/94,Man United,Chelsea,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
328,E0,05/03/94,QPR,Man City,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
329,E0,05/03/94,Sheffield Weds,Newcastle,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
330,E0,05/03/94,Swindon,West Ham,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
331,E0,05/03/94,Tottenham,Sheffield United,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
332,E0,05/03/94,Wimbledon,Norwich,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
333,E0,06/03/94,Coventry,Aston Villa,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
334,E0,12/03/94,Aston Villa,Ipswich,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
335,E0,12/03/94,Man City,Wimbledon,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
336,E0,12/03/94,Newcastle,Swindon,7,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
337,E0,12/03/94,Norwich,QPR,3,4,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
338,E0,12/03/94,Southampton,Sheffield Weds,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
339,E0,13/03/94,Liverpool,Everton,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
340,E0,13/03/94,Sheffield United,Leeds,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
341,E0,16/03/94,Chelsea,Wimbledon,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
342,E0,16/03/94,Leeds,Aston Villa,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
343,E0,16/03/94,Man United,Sheffield Weds,5,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
344,E0,16/03/94,Sheffield United,QPR,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
345,E0,19/03/94,Aston Villa,Oldham,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
346,E0,19/03/94,Leeds,Coventry,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
347,E0,19/03/94,Liverpool,Chelsea,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
348,E0,19/03/94,Man City,Sheffield United,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
349,E0,19/03/94,QPR,Wimbledon,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
350,E0,19/03/94,Southampton,Arsenal,0,4,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
351,E0,19/03/94,Swindon,Man United,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
352,E0,19/03/94,Tottenham,Ipswich,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
353,E0,19/03/94,West Ham,Newcastle,2,4,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
354,E0,20/03/94,Sheffield Weds,Blackburn,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
355,E0,21/03/94,Norwich,Everton,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
356,E0,22/03/94,Arsenal,Man United,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
357,E0,22/03/94,Newcastle,Ipswich,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
358,E0,26/03/94,Arsenal,Liverpool,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
359,E0,26/03/94,Blackburn,Swindon,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
360,E0,26/03/94,Chelsea,West Ham,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
361,E0,26/03/94,Coventry,Norwich,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
362,E0,26/03/94,Everton,Tottenham,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
363,E0,26/03/94,Ipswich,QPR,1,3,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
364,E0,26/03/94,Oldham,Man City,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
365,E0,26/03/94,Sheffield United,Southampton,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
366,E0,27/03/94,Wimbledon,Leeds,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
367,E0,28/03/94,Sheffield United,West Ham,3,2,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
368,E0,29/03/94,Ipswich,Man City,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
369,E0,29/03/94,Newcastle,Norwich,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
370,E0,29/03/94,Wimbledon,Blackburn,4,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
371,E0,30/03/94,Aston Villa,Everton,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
372,E0,30/03/94,Man United,Liverpool,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
373,E0,30/03/94,Sheffield Weds,Chelsea,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
374,E0,30/03/94,Southampton,Oldham,1,3,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
375,E0,01/04/94,Leeds,Newcastle,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
376,E0,02/04/94,Arsenal,Swindon,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
377,E0,02/04/94,Blackburn,Man United,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
378,E0,02/04/94,Chelsea,Southampton,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
379,E0,02/04/94,Coventry,Wimbledon,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
380,E0,02/04/94,Liverpool,Sheffield United,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
381,E0,02/04/94,Man City,Aston Villa,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
382,E0,02/04/94,Norwich,Tottenham,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
383,E0,02/04/94,Oldham,QPR,4,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
384,E0,02/04/94,Sheffield Weds,Everton,5,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
385,E0,02/04/94,West Ham,Ipswich,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
386,E0,04/04/94,Aston Villa,Norwich,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
387,E0,04/04/94,Everton,Blackburn,0,3,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
388,E0,04/04/94,Ipswich,Coventry,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
389,E0,04/04/94,Man United,Oldham,3,2,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
390,E0,04/04/94,Newcastle,Chelsea,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
391,E0,04/04/94,QPR,Leeds,0,4,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
392,E0,04/04/94,Sheffield United,Arsenal,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
393,E0,04/04/94,Southampton,Man City,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
394,E0,04/04/94,Swindon,Sheffield Weds,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
395,E0,04/04/94,Tottenham,West Ham,1,4,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
396,E0,04/04/94,Wimbledon,Liverpool,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
397,E0,09/04/94,Coventry,Tottenham,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
398,E0,09/04/94,Liverpool,Ipswich,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
399,E0,09/04/94,Man City,Newcastle,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
400,E0,09/04/94,Norwich,Southampton,4,5,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
401,E0,09/04/94,Sheffield Weds,QPR,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
402,E0,09/04/94,West Ham,Everton,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
403,E0,11/04/94,Blackburn,Aston Villa,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
404,E0,13/04/94,QPR,Chelsea,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
405,E0,16/04/94,Arsenal,Chelsea,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
406,E0,16/04/94,Coventry,Sheffield Weds,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
407,E0,16/04/94,Ipswich,Swindon,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
408,E0,16/04/94,Liverpool,Newcastle,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
409,E0,16/04/94,Man City,Norwich,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
410,E0,16/04/94,Oldham,West Ham,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
411,E0,16/04/94,QPR,Everton,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
412,E0,16/04/94,Sheffield United,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
413,E0,16/04/94,Southampton,Blackburn,3,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
414,E0,16/04/94,Wimbledon,Man United,1,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
415,E0,17/04/94,Leeds,Tottenham,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
416,E0,19/04/94,Arsenal,Wimbledon,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
417,E0,23/04/94,Aston Villa,Arsenal,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
418,E0,23/04/94,Chelsea,Leeds,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
419,E0,23/04/94,Everton,Coventry,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
420,E0,23/04/94,Man United,Man City,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
421,E0,23/04/94,Newcastle,Oldham,3,2,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
422,E0,23/04/94,Norwich,Sheffield United,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
423,E0,23/04/94,Sheffield Weds,Ipswich,5,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
424,E0,23/04/94,Swindon,Wimbledon,2,4,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
425,E0,23/04/94,Tottenham,Southampton,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
426,E0,23/04/94,West Ham,Liverpool,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
427,E0,24/04/94,Blackburn,QPR,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
428,E0,26/04/94,Wimbledon,Oldham,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
429,E0,27/04/94,Chelsea,Swindon,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
430,E0,27/04/94,Leeds,Man United,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
431,E0,27/04/94,Newcastle,Aston Villa,5,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
432,E0,27/04/94,QPR,Arsenal,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
433,E0,27/04/94,West Ham,Blackburn,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
434,E0,30/04/94,Arsenal,West Ham,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
435,E0,30/04/94,Leeds,Everton,3,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
436,E0,30/04/94,Liverpool,Norwich,0,1,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
437,E0,30/04/94,Man City,Chelsea,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
438,E0,30/04/94,Oldham,Sheffield Weds,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
439,E0,30/04/94,QPR,Swindon,1,3,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
440,E0,30/04/94,Sheffield United,Newcastle,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
441,E0,30/04/94,Southampton,Aston Villa,4,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
442,E0,30/04/94,Wimbledon,Tottenham,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
443,E0,01/05/94,Ipswich,Man United,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
444,E0,02/05/94,Coventry,Blackburn,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
445,E0,03/05/94,Leeds,Sheffield Weds,2,2,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
446,E0,03/05/94,Oldham,Sheffield United,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
447,E0,03/05/94,QPR,West Ham,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
448,E0,04/05/94,Chelsea,Coventry,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
449,E0,04/05/94,Man United,Southampton,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
450,E0,05/05/94,Oldham,Tottenham,0,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
451,E0,07/05/94,Aston Villa,Liverpool,2,1,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
452,E0,07/05/94,Blackburn,Ipswich,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
453,E0,07/05/94,Chelsea,Sheffield United,3,2,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
454,E0,07/05/94,Everton,Wimbledon,3,2,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
455,E0,07/05/94,Newcastle,Arsenal,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
456,E0,07/05/94,Norwich,Oldham,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
457,E0,07/05/94,Sheffield Weds,Man City,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
458,E0,07/05/94,Swindon,Leeds,0,5,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
459,E0,07/05/94,Tottenham,QPR,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
460,E0,07/05/94,West Ham,Southampton,3,3,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
461,E0,08/05/94,Man United,Coventry,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
